type,id,en_description,zh_description
Sentence,s347,These findings demonstrate that FDG-PET scanning is more accurate than CT scanning for staging of the mediastinum in patients with lung cancer,这些结果表明FDG-PET对肺癌患者纵隔淋巴结分期的准确性优于CT
Sentence,s348,"In multiple retrospective analyses of clinical trial data, advanced age alone has not been shown to influence response or survival with therapy",对临床试验数据进行的多项回顾性分析发现老龄本身并不影响治疗反应或生存率
Sentence,s349,"The histological type of NSCLC correlates with site of origin, reflecting the variation in respiratory tract epithelium of the bronchi to alveoli",NSCLC的组织学类型与原发部位相关，反映了支气管到肺泡的呼吸道上皮变化
Sentence,s350,Responses may be associated with sensitizing mutations in the tyrosine kinase domain of the EGFR and with the absence of K-RAS mutations,肿瘤缓解可能与EGFR酪氨酸激酶域的敏感突变和无K-RAS突变有关
Sentence,s351,Efficacy of these treatment modalities in the management of patients with early NSCLC remains to be proven in definitive randomized controlled trials,这些治疗方式对早期NSCLC患者的有效性仍待随机对照临床试验的证实
Sentence,s352,The wider availability and use of FDG-PET scanning for staging has modified the approach to staging mediastinal lymph nodes and distant metastases,FDG-PET扫描逐渐普及，其应用于分期评估改变了纵隔淋巴结及远处转移的分期评估方法
Sentence,s353,The benefit of therapy for this group of patients has been evaluated through retrospective analyses as well as through prospective clinical trials,一些回顾性分析和前瞻性临床试验均研究过这一人群的治疗获益
Sentence,s354,FDG-PET scans may not extend below the pelvis and may not detect bone metastases in the long bones of the lower extremities,FDG-PET扫描范围无法延伸至盆腔以下，故可能无法检测到下肢长骨的骨转移
Sentence,s355,Radiation therapy combined with chemotherapy can produce a cure in a small number of patients and can provide palliation in most patients,少数患者可通过放疗联合化疗治愈，多数患者可通过放疗联合化疗缓解症状
Sentence,s356,MET oncogene encodes hepatocyte growth factor receptor. Amplification of this gene has been associated with secondary resistance to EGFR tyrosine kinase inhibitors,MET原癌基因编码肝细胞生长因子受体，这一基因扩增与对EGFR酪氨酸激酶抑制剂的继发性耐药相关
Sentence,s357,"Surveillance, Epidemiology, and End Results (SEER) data suggest that the percentage of patients aged older than 70 years is closer to 50%",监测、流行病学和结局（SEER）数据库显示年龄大于70%的老年患者比例几近50%
Sentence,s358,"Careful preoperative assessment of the patient’s overall medical condition, especially the patient’s pulmonary reserve, is critical in considering the benefits of surgery",术前应详细评估患者的整体病情，尤其是肺储备功能，这对于考量手术获益至关重要
Sentence,s359,"Retrospective case series have reported complete resection was achieved in only 64% of T3, N0 tumors and 39% of T4, N0 tumors","回顾性病例分析报告了仅64%的T3,N0期患者和39%的T4,N0期患者可完全切除肿瘤"
Sentence,s360,FDG-PET scanning also appears to have high sensitivity and reasonable specificity for differentiating benign from malignant lesions as small as 1 cm,FDG-PET区分1cm的良恶性病变的敏感性较高，特异性良好
Sentence,s361,A systematic review identified six randomized trials of high-dose rate brachytherapy (HDREB) alone or with external-beam radiation therapy (EBRT) or laser therapy,一项系统性综述总结了6项随机临床试验的结果，这些临床试验研究了单独高剂量近距离放射治疗（HDREB）或联合外部放射治疗（EBRT）或激光治疗的效果
Sentence,s362,"Selected patients with T4, N0 disease may be treated with combined modality therapy and surgery similar to patients with superior sulcus tumors","一些T4,N0患者可选用综合治疗与手术，类似于上沟瘤患者"
Sentence,s363,"Evidence from one large meta-analysis, subset analyses of randomized trials, and one large population study suggest that PORT may reduce local recurrence",来自一项大型荟萃分析、多项随机临床试验的子集分析和一项大型人群研究的证据表明PORT可能降低局部复发
Sentence,s364,"A total of 1,043 patients were accrued (placebo group, n = 347; low-dose group, n = 345; high-dose group, n = 351)","共有1,043例患者入组（安慰剂组n=347；低剂量组n=345；高剂量组n=351）"
Sentence,s365,"Several randomized, controlled trials and meta-analyses have evaluated the use of postoperative chemotherapy in patients with stage I, II, and IIIA NSCLC",一些随机对照临床试验与荟萃分析评估了术后化疗对I、II、IIIA期NSCLC患者的作用
Sentence,s366,The preponderance of evidence indicates that postoperative cisplatin combination chemotherapy provides a significant survival advantage to patients with resected stage II NSCLC,多数证据表明术后顺铂联合化疗显著改善II期NSCLC切除术后患者的生存
Sentence,s367,The authors concluded that treatment with cisplatin was not associated with a substantial increase in the overall risk of severe toxic effects,作者认为顺铂治疗并不显著升高重度毒性反应的风险
Sentence,s368,"However, the available data are insufficient to accurately define the size of such a potential treatment benefit and the optimal schedule of chemotherapy",但当前数据不足以准确评估治疗潜在获益程度，以及最优化疗方案
Sentence,s369,"The Cochrane Collaboration group reviewed 11 randomized trials with a total of 1,910 patients who underwent surgical interventions for early-stage (I–IIIA) lung cancer","Cochrane协作组回顾了11项随机试验，共1,910例已行手术干预的早期（I-IIIA期）肺癌患者"
Sentence,s370,One trial ( NCT00556712 ) reported favorable outcomes with maintenance erlotinib after four cycles of platinum-based doublet chemotherapy in patients with stable disease,一项试验（NCT00556712）报道了4程含铂类双药化疗后病情稳定患者接受厄洛替尼维持治疗的效果较佳
Sentence,s371,"In those selected patients with good PS and without progressive metastases outside of the brain, treatment options include reoperation or stereotactic radiation surgery",对于部分身体状况评分良好且无颅外进展性转移的患者，可选的治疗方案包括再手术或立体定向放疗
Sentence,s372,"These revisions provide greater prognostic specificity for patient groups; however, the correlation between stage and prognosis predates the widespread availability of PET imaging",这些修订内容为不同患者群提供更大的预后特异性信息，但分期与预后之间的相关性早在PET被广泛应用前已经建立
Sentence,s373,"Spindle cell carcinomas and giant cell carcinomas comprise only 0.4% of all lung malignancies, and carcinosarcomas comprise only 0.1% of all lung malignancies",梭形细胞癌和巨细胞癌仅占所有肺部恶性肿瘤的0.4%，癌肉瘤约占所有肺部恶性肿瘤的0.1%
Sentence,s374,"Several other randomized controlled trials and meta-analyses have evaluated the use of postoperative chemotherapy in patients with stage I, II, and IIIA NSCLC",其他一些随机对照临床试验与荟萃分析评估了术后化疗对I、II、IIIA期NSCLC患者的作用
Sentence,s375,Induction radiation therapy and en-bloc resection was shown to be potentially curativeInduction radiation therapy and en-bloc resection was shown to be potentially curative,诱导放疗与整块切除可能治愈该病
Sentence,s376,"Two smaller studies also reported OS results that favored concurrent over sequential chemotherapy and radiation, although the results did not reach statistical significance",两项类似研究也发现同步放化疗的OS优于序贯放化疗，尽管结果并不具有统计学显著性
Sentence,s377,Randomized controlled trials of patients with stage IV disease and good PS have shown that cisplatin-based chemotherapy improves survival and palliates disease-related symptoms,在身体状况评分良好的IV期肿瘤患者中开展的随机对照临床试验发现含顺铂化疗改善患者生存并可缓解疾病相关症状
Sentence,s378,"Among the active combinations, definitive recommendations regarding drug dose and schedule cannot be made, with the exception of pemetrexed for patients with adenocarcinoma",在有效的联合化疗中，除了培美曲塞治疗肺腺癌之外，无法明确地推荐其他药物剂量及方案
Sentence,s379,The current WHO/IASLC definition is much more restrictive than that previously used by many pathologists because it is limited to only noninvasive tumors,目前WHO/IASLC定义比很多病理学家用的旧标准更严格，当前定义仅局限于非侵袭性肿瘤
Sentence,s380,Vinca alkaloid (vinorelbine in six trials and vindesine in one trial) was administered with cisplatin in six trials or alone in one trial,长春花生物碱（6项试验使用长春瑞滨，1项试验使用长春地辛）或与顺铂联用（6项试验）或单独使用（1项试验）
Sentence,s381,"In the first trial ( NCT00002642 ), 110 eligible patients were enrolled with mediastinoscopy negative, clinical T3–4, N0–1 tumors of the superior sulcus","第一项试验（NCT00002642）共有110例符合入选标准的纵隔镜阴性、临床分期为T3-4,N0-1期的上沟瘤患者入组"
Sentence,s382,"The majority of studies cited used doses ranging from 30 Gy to 60 Gy, typically provided in 2 Gy to 2.5 Gy fractions",多数研究的剂量为30Gy-60Gy，通常分割为2Gy-2.5Gy
Sentence,s383,"Radiation therapy alone, administered sequentially with chemotherapy and concurrently with chemotherapy, may provide benefit to patients with locally advanced unresectable stage III NSCLC",单独放疗，化疗后放疗与放疗联合化疗可能有益于局部晚期不可切除III期NSCLC患者
Sentence,s384,"Because of the persistent risk of developing second lung cancers in former smokers, various chemoprevention strategies have been evaluated in randomized control trials",由于有吸烟史的患者肺癌复发的风险持续较高，许多随机临床研究为此评估了多种化疗预防方案
Sentence,s385,Informed patients with good performance status (PS) and symptomatic recurrence can be offered treatment with a platinum-based chemotherapy regimen for palliation of symptoms,可向身体状况评分（PS）良好且有症状复发的患者提供含铂类化疗以缓解症状
Sentence,s386,A substantial number of patients are ineligible for standard surgical resection because of comorbid conditions that are associated with unacceptably high perioperative risk,很多患者因存在增加围手术期风险的合并中而无法行标准切除术
Sentence,s387,"Several other randomized controlled trials and meta-analyses have evaluated the use of postoperative chemotherapy in patients with stages I, II, and IIIA NSCLC",一些其他随机对照试验与荟萃分析评估了I、II、IIIA期NSCLC患者使用术后化疗的情况
Sentence,s388,"Evidence from randomized controlled clinical trials indicates that when stage IIIA NSCLC is encountered unexpectedly at surgery, chemotherapy given after complete resection improves survival",随机对照临床试验证据表明如手术中意外发现IIIA期NSCLC，完全切除术后行化疗延长生存时间
Sentence,s389,"Infrequently, patients may present with symptoms and signs of paraneoplastic diseases such as hypertrophic osteoarthropathy with digital clubbing or hypercalcemia from parathyroid hormone-related protein",少数患者可能出现副肿瘤疾病症状与体征，例如肥大性骨关节病合并杵状指，或甲状旁腺激素相关蛋白引起高钙血症
Sentence,s390,"EGFR and ALK mutations predominate in adenocarcinomas that develop in nonsmokers, and KRAS and BRAF mutations are more common in smokers or former smokers",EGFR与ALK突变主要发生在不抽烟患者的腺癌，KRAS与BRAF突变更常见于吸烟者或曾吸烟者
Sentence,s391,Primary radiation therapy often consists of approximately 60 Gy delivered with megavoltage equipment to the midplane of the known tumor volume using conventional fractionation,主要放疗方法为用兆伏级设备对已知肿瘤中平面行约60 Gy分割放疗
Sentence,s392,A meta-analysis of five trials of 865 patients assessing the efficacy and safety of docetaxel administered weekly or every 3 weeks has been reported,一项荟萃分析纳入5项临床试验，共865例患者，这些试验评估了每周一次或每3周一次多西他赛的安全性与有效性
Sentence,s393,"Through a systematic search of the literature, 12 evidence summary reports and 15 prospective studies of the diagnostic accuracy of FDG-PET scanning were identified",通过对文献的系统性检索，共发现关于FDG-PET扫描诊断准确性的12篇证据总结报告和15篇前瞻性研究
Sentence,s394,"More deaths (3% overall) were reported in the concurrent arm, but this did not reach statistical significance (RR, 1.60; CI, 0.75–3.44; P = .2)",同步治疗组的死亡率较高（3%OS率），但并未达到统计学显著性（RR，1.60；95%CI，0.75-3.44；P=0.2）
Sentence,s395,Malignant non-small cell epithelial tumors of the lung are classified by the World Health Organization (WHO)/International Association for the Study of Lung Cancer (IASLC),世界卫生组织（WHO）/国际肺癌研究协会（IASLC）对肺恶性非小细胞上皮性肿瘤进行了分型
Sentence,s396,"Adverse prognostic factors include the presence of mediastinal nodal metastases (N2 disease), spine or subclavian-vessel involvement (T4 disease), and limited resection (R1 or R2)",不良的预后因素包括有纵隔淋巴结转移（N2期）、脊柱或锁骨下静脉受累（T4期）与切除受限（R1或R2）
Sentence,s397,"In the second trial, 539 patients with NSCLC with nonprogression following treatment with pemetrexed and cisplatin were randomly assigned to continued pemetrexed or placebo",第二项临床试验中，539例培美曲塞联合顺铂治疗后未进展的NSCLC患者被随机分组，继续接受培美曲塞治疗或仅用安慰剂
Sentence,s398,"In the Elderly Lung Cancer Vinorelbine Italian Study, 154 patients who were older than 70 years were randomly assigned to vinorelbine or supportive care",在意大利老年肺癌长春瑞滨研究中，154例年龄大于70岁老年患者被分入长春瑞滨组或支持治疗组
Sentence,s399,"Although patients with unresectable stage IIIA disease may benefit from radiation therapy, long-term outcomes have generally been poor because of local and systemic relapse",虽然不可切除IIIA期肿瘤患者可能获益于放疗，但因存在局部与全身复发，故长期效果总体较差
Sentence,s400,"None of the phase III trials with the agents beta carotene, retinol, 13-cis-retinoic acid, [alpha]-tocopherol, N-acetylcysteine, or acetylsalicylic acid has demonstrated beneficial, reproducible results",但在目前的III期临床研究中，尚无关于β胡萝卜素、视黄醇、13-顺式维甲酸、α生育酚、N-乙酰半胱氨酸或乙酰水杨酸有阳性、可重复性的结果
Sentence,s401,Neuroendocrine differentiation can be demonstrated by immunohistochemistry or electron microscopy in 10% to 20% of common NSCLCs that do not have any neuroendocrine morphology,通过免疫组化或电子显微镜发现，无神经内分泌形态的NSCLC中，有10%-20%伴神经内分泌分化
Sentence,s402,This staging system is now recommended for the classification of both NSCLC and small cell lung carcinomas and for carcinoid tumors of the lung,目前建议该分期系统用于NSCLC、小细胞肺癌与肺类癌的分类
Sentence,s403,The trial of erlotinib versus best supportive care included 731 patients; 49% had received two prior chemotherapy regimens and 93% had received platinum-based chemotherapy,比较厄洛替尼与最佳支持治疗的临床试验共纳入731例患者，其中49%患者为2程化疗后，93%患者曾接受含铂类化疗
Sentence,s404,"In the largest series ( EORTC-08941 ), 579 patients with histologic- or cytologic-proven stage IIIA-N2 NSCLC were given three cycles of platinum-based induction chemotherapy",最大规模病例分析（EORTC-08941）中，579例组织学或细胞学证实的IIIA-N2期NSCLC患者应用3周期含铂诱导化疗
Sentence,s405,Elderly patients with a good PS enjoy longer survival and a better quality of life when treated with chemotherapy compared with supportive care alone,身体状况评分较佳的老年患者接受化疗后生存时间与生活质量均优于仅行支持治疗
Sentence,s406,"At diagnosis, patients with NSCLC can be divided into the following three groups that reflect both the extent of the disease and the treatment approach:",诊断时可根据疾病范围和治疗方法将NSCLC患者分为三组：
Sentence,s407,"Although studies were small, enrolling 73, 107, and 333 patients with stage IIIA-N2 disease, respectively, no trial reported a difference in local control or survival",尽管研究规模较小，分别招募了73、107与333例IIIA-N2期患者，但均无试验报道局部控制或生存率存在差异
Sentence,s408,The findings of two randomized trials ( NCT00102804 and NCT00789373 ) have shown outcomes with the addition of pemetrexed following standard first-line platinum-based combination chemotherapy,两项随机临床试验（NCT00102804与NCT00789373）研究了标准一线含铂类联合化疗后加用培美曲塞的效果
Sentence,s409,"Although some studies suggest that PORT can improve local control for node-positive patients whose tumors were resected, it remains controversial whether it can improve survival",虽然一些研究认为PORT可改善淋巴结阳性术后患者的局部控制，但PORT是否改善患者生存目前仍有争议
Sentence,s410,"Studies have indicated that in most patients the new lesion is a second primary tumor, and after its resection, some patients may achieve long-term survival",一些研究发现，出现新病灶多数情况下为第二原发肿瘤，切除术后部分患者可长期生存
Sentence,s411,"In patients with advanced-stage disease, chemotherapy or epidermal growth factor receptor (EGFR) kinase inhibitors offer modest improvements in median survival, though overall survival is poor",对于晚期癌症患者，化疗或表皮生长因子受体（EGFR）激酶抑制剂可能改善中位生存时间，但总生存仍较差
Sentence,s412,Studies concluded that the money saved by forgoing mediastinoscopy in FDG-PET-positive mediastinal lesions was not justified because of the unacceptably high number of false-positive results,一些研究认为FDG-PET假阳性率很高，故FDG-PET阳性纵隔病变因省略纵隔镜而节省支出并不合理
Sentence,s413,A review of the SEER Medicare data from 1994 to 1999 found a much lower rate of chemotherapy use than expected for the overall population,回顾1994-1999年的SEER医疗数据，发现总人群的化疗率远远低于预期值
Sentence,s414,"In the two largest retrospective radiation therapy series, patients with inoperable disease treated with definitive radiation therapy achieved 5-year survival rates of 10% and 27%",两项大型回顾性放疗病例分析发现无法行手术的患者接受决定性放疗后5年生存率分别为10%与27%
Sentence,s415,"Because of the small potential for long-term survival, radiation therapy should be delivered by conventional methods in daily doses of 1.8 Gy to 2.0 Gy",因长期生存可能性较小，应按传统方式行放疗，日剂量1.8-2.0 Gy
Sentence,s416,The optimal sequence of surgery and chemotherapy and the benefits and risks of postoperative radiation therapy in patients with resectable NSCLC remain to be determined,手术与化疗之间的先后顺序及术后放疗对可切除NSCLC患者的获益风险特征仍待评估
Sentence,s417,"In a large, randomized trial, gefitinib was compared with docetaxel in patients with locally advanced or metastatic NSCLC who had been pretreated with platinum-based chemotherapy",一项大型随机临床试验在含铂类化疗后的局部进展或转移性NSCLC患者中比较了吉非替尼与多西他赛的作用
Sentence,s418,"In a retrospective analysis of a phase III trial of postoperative cisplatin and vinorelbine, patients older than 65 years were found to benefit from treatment",对一项术后顺铂联合长春瑞滨的III期临床试验的回顾性分析显示，年龄大于65岁的老年人可从治疗获益
Sentence,s419,The Lung Cancer Study Group conducted a randomized study ( LCSG-821 ) that compared lobectomy with limited resection for patients with stage I lung cancer,肺癌研究组进行了一项随机研究（LCSG-821）比较了肺叶切除术与局限性切除对I期肺癌患者的效果
Sentence,s420,"The improvement in PFS, however, is tempered by an increase in adverse events from additional cytotoxic chemotherapy and no consistent improvement in quality of life",但增加细胞毒性化疗疗程后，PFS延长的同时伴随不良事件发生率升高，且患者生活质量改善情况不一
Sentence,s421,Two phase III trials from Japan prospectively confirmed that patients with NSCLC and EGFR mutations have improved PFS but not OS when treated with gefitinib,两项III期日本临床试验前瞻性地发现携带EGFR突变的NSCLC患者接受吉非替尼后PFS延长，但OS不变
Sentence,s422,"Both series found that patients with T1, N0 tumors had better outcomes, and 5-year survival rates of 60% and 32% were found in this subgroup","两项病例分析均发现T1,N0肿瘤患者的预后较好，其5年生存率分别为60%与32%"
Sentence,s423,"At present, neither chemotherapy nor radiation therapy has been found to improve the outcome of patients with stage I NSCLC that has been completely resected",目前尚未证实术后化疗或放疗可改善已完全切除肿瘤的I期NSCLC患者的预后
Sentence,s424,"On the basis of clinical and molecular data, biphasic pulmonary blastoma is regarded as part of the spectrum of carcinomas with pleomorphic, sarcomatoid, or sarcomatous elements",根据临床及分子特征，双向型肺母细胞瘤属于多形性癌、肉瘤样癌或含肉瘤成分的癌
Sentence,s425,"In the largest trial reported to date, 519 patients were randomly assigned to receive either surgery alone or three cycles of platinum-based chemotherapy followed by surgery",迄今最大规模的临床试验中519例患者被随机安排仅行手术或3周期含铂化疗后行手术
Sentence,s426,"Among patients with excellent PS, a 3-year survival rate of 20% may be expected if a course of radiation therapy with curative intent can be completed",PS较佳的患者中，如能完成治愈性放疗疗程，则预期3年生存率为20%
Sentence,s427,Superior sulcus tumors usually arise from the apex of the lung and are challenging to treat because of their proximity to structures at the thoracic inlet,上沟瘤通常起源于肺尖部，其治疗具挑战性，因其临近胸廓入口处器官
Sentence,s428,"Patients with stage IIIB disease with poor PS are candidates for chest radiation therapy to palliate pulmonary symptoms (e.g., cough, shortness of breath, hemoptysis, or pain)",身体状况评分较差的IIIB期患者可选用胸部放疗缓解肺部症状（例如咳嗽、呼吸困难、咯血或胸痛等）
Sentence,s429,"In a few patients, however, multiple cytopathologic examinations of pleural (pericardial) fluid are negative for tumor, and the fluid is nonbloody and is not an exudate",但也有一些患者的胸腔积液（心包积液）的细胞病理学检查发现肿瘤细胞阴性，积液非血性、非渗出液
Sentence,s430,"Chemotherapy was administered every 3 weeks for six cycles, and bevacizumab was administered every 3 weeks until disease progression was evident or toxic effects were intolerable",化疗每3周1次，共6程，贝伐单抗给药每3周1次，直至发现疾病进展证据或毒性反应不能耐受
Sentence,s431,"In addition, after resection of a lung cancer, there is a 1% to 2% risk per patient per year that a second lung cancer will occur",此外，肺癌切除术后，每年患者有1%到2%几率再次罹患肺癌
Sentence,s432,"Because of the poor overall results, patients with stage IIIB NSCLC are candidates for clinical trials, which may lead to improvement in the control of disease",因IIIB期NSCLC患者的总结果较差，故这些患者可参与临床试验，可能有助于改善疾病控制
Sentence,s433,"Although patients with unresectable stage IIIB disease may benefit from radiation therapy, long-term outcomes have generally been poor, often the result of local and systemic relapse",虽然不可切除IIIB期患者可能受益于放疗，但长期预后总体较差，常出现局部和全身复发
Sentence,s434,"In the second trial, 75 patients were enrolled and treated with induction therapy with mitomycin C, vindesine, and cisplatin combined with 45 Gy of radiation therapy",第2项临床试验中，75例患者入组，行丝裂霉素C、长春地辛与顺铂联合45Gy放疗的诱导治疗
Sentence,s435,The optimal sequence of surgery and chemotherapy and the benefits and risks of postoperative radiation therapy in patients with resectable NSCLC are yet to be determined,手术与化疗之间的先后顺序及术后放疗对可切除NSCLC患者的获益风险特征仍待评估
Sentence,s436,The apparent greater benefit seen with vinorelbine should be interpreted cautiously as vinorelbine and cisplatin combinations generally required that a higher dose of cisplatin be given,尽管表面上看长春瑞滨治疗的获益更大，但需注意长春瑞滨与顺铂联合治疗通常需要更大的顺铂剂量
Sentence,s437,Selected patients with bulky primary tumors that directly invade the chest wall can obtain long-term survival with surgical management provided that their tumor is completely resected,一些直接侵及胸壁的大肿块原发肿瘤患者行手术完全切除肿瘤后可长期生存
Sentence,s438,Primary radiation therapy often consists of approximately 60 Gy delivered with megavoltage equipment to the midplane of the volume of the known tumor using conventional fractionation,主要放疗方法为用兆伏级设备对已知肿瘤中平面行约60 Gy分割放疗
Sentence,s439,"This meta-analysis was limited to the set of 11 phase III studies that used a platinum-based doublet (2,298 and 2,304 patients in platinum-based and nonplatinum arms, respectively)","这项荟萃分析仅纳入11项使用了含铂类双药化疗的III期临床试验（含铂类化疗组与不含铂类化疗组分别有2,298例和2,304例患者）"
Sentence,s440,The identification of mutations in lung cancer has led to the development of molecularly targeted therapy to improve the survival of subsets of patients with metastatic disease,肺癌基因突变的发现引领了分子靶向治疗的发展，延长了转移性癌患者亚群的生存期
Sentence,s441,The preponderance of evidence indicates that postoperative cisplatin combination chemotherapy provides a significant survival advantage to patients with resected NSCLC with occult N2 disease discovered at surgery,多数证据表明术后顺铂联合化疗显著改善隐匿性N2期NSCLC切除术后患者的生存
Sentence,s442,"This comprehensive individual-patient meta-analysis is consistent with the conclusions of other meta-analyses, which were based on essentially the same clinical trials but which used only published data",这项个体患者数据的综合性荟萃分析结果与其他荟萃分析相符，其纳入的临床试验基本相同，但其他分析仅使用了已发表的数据
Sentence,s443,"Because the metabolic tracer used in FDG-PET scanning accumulates in the brain and urinary tract, FDG-PET scanning is not reliable for detection of metastases in these sites",因脑和泌尿系可有FDG-PET的代谢示踪剂累积，FDG-PET扫描对检测这些部位的转移亦不可靠
Sentence,s444,"Patients may have metastases to ipsilateral mediastinal nodes, potentially resectable T3 tumors invading chest wall, or mediastinal involvement with metastases to peribronchial or hilar lymph nodes (N1)",患者可能有同侧转移、纵膈淋巴结转移、可能切除的T3期肿瘤侵及胸壁、或纵膈受累、支气管周围或肺门淋巴结转移（N1）
Sentence,s445,Careful initial diagnostic evaluation to define the location and to determine the extent of primary and metastatic tumor involvement is critical for the appropriate care of patients,进行初步诊断评估确定部位与原发及转移受累情况对于给予适当的治疗非常关键
Sentence,s446,"The second trial was composed of 1,125 chemotherapy-naïve patients with advanced EGFR-expressing stage IIIB or stage IV NSCLC treated with cisplatin/vinorelbine chemotherapy plus cetuximab or chemotherapy alone","第二项试验共有1,125例化疗初治患者入组，这些患者患有表达EGFR的晚期IIIB期或IV期NSCLC，接受顺铂/长春瑞滨化疗加西妥昔单抗或单独化疗"
Sentence,s447,"There is benefit of PORT in stage IIIA-N2 disease, and the role of PORT in early stages of NSCLC should be clarified in ongoing phase III trials",IIIA-N2期患者可获益于PORT，PORT对早期NSCLC的作用仍待III期临床试验阐明
Sentence,s448,"Nonrandomized observation studies comparing treatment outcomes associated with resection, radiation therapy, and observation have demonstrated shorter survival times and higher mortality for patients treated with observation only",非随机观察研究对比了切除术、放疗与观察的治疗结果，发现观察组患者的生存时间偏短、死亡率偏高
Sentence,s449,Approximately 50% of patients treated with resection and postoperative radiation therapy will develop recurrence in the brain; some of these patients will be suitable for additional treatment,行切除术及术后放疗的患者中约有50%复发脑转移，其中部分患者适合进一步治疗
Sentence,s450,"A large, noninferiority, phase III randomized study compared the OS in 1,725 chemotherapy-naive patients with stage IIIB or IV NSCLC and a PS of 0 to 1","一项大型非劣效性III期随机临床研究比较了1,725例未行过化疗的IIIB期或IV期NSCLC患者的OS，这些患者的身体状况评分为0-1分"
Sentence,s451,"Other studies have reported even higher risks of second tumors in long-term survivors, including rates of 10% for second lung cancers and 20% for all second cancers",其他研究曾报道过长期生存者第二肿瘤风险增高，其中第二肺癌发生率为10%，所有第二癌症总发生率为20%
Sentence,s452,Segmentectomy or wedge resection are used to preserve maximum normal pulmonary tissue since patients with stage 0 NSCLC are at a high risk for second lung cancers,因0期NSCLC患者发生第二肺癌的风险较高，故可行肺段切除术或楔形切除术以保留最多的正常肺组织
Sentence,s453,Randomized trials evaluating the utility of FDG-PET scanning in potentially resectable NSCLC report conflicting results in terms of the relative reduction in the number of noncurative thoracotomies,一些随机试验评估了FDG-PET扫描在可切除的NSCLC中的应用，就非治愈性开胸手术数量是否相对减少的结果不一
Sentence,s454,"There was more acute esophagitis (grade 3 or worse) with concurrent treatment (range = 17%–26%) compared with sequential treatment (range = 0%–4%; RR, 6.77; P = .001)",同步治疗组的急性食管炎（3级或3级以上）发生率（17%-26%）高于序贯治疗组（0%-4%；RR，6.77；P=0.001）
Sentence,s455,Mediastinoscopy is necessary for the detection of cancer in mediastinal lymph nodes when the results of the CT scan and FDG-PET scan do not corroborate each other,如果CT与FDG-PET结果不匹配，需要行纵隔镜检测纵隔淋巴结是否恶变
Sentence,s456,"These data suggest that PFS, but not OS, may be improved either by continuing an effective chemotherapy beyond four cycles or by immediate initiation of alternative chemotherapy",这些数据均提示，继续有效化疗至4程以上或立即换用其他化疗可能延长PFS但并不影响OS
Sentence,s457,A phase II randomized trial ( E-1599 ) of attenuated dosages of cisplatin plus gemcitabine and carboplatin plus paclitaxel included 102 patients with a PS of 2,一项II期随机试验（E-1599）纳入102例PS2分患者，研究了剂量递减的顺铂联合吉西他滨与卡铂联合紫杉醇的治疗效果
Sentence,s458,Dysplasia and carcinoma in situ are considered the principal premalignant lesions because they are more likely to progress to invasive cancer and less likely to spontaneously regress,异型增生和原位癌是主要的癌前病变，因为它们更容易进展为侵袭性癌，自行消退的可能性较小
Sentence,s459,"Several small series have reported that reduction in fluorodeoxyglucose-positron emission tomography (FDG-PET) after chemotherapy, radiation therapy, or chemoradiation therapy correlates with pathological complete response and favorable prognosis",一些小型病例分析研究报告了化疗、放疗或放化疗后的氟脱氧葡萄糖正电子发射断层扫描（FDG-PET）上病灶摄取值降低与病理上完全缓解和较佳的预后相关
Sentence,s460,"Because of the high risk of toxic effects observed with such treatments, higher daily doses over a shorter period of time (i.e., hypofractionated schemes) should be avoided",因此类治疗的毒性反应风险较大，应避免短期日剂量过高（例如大分割放疗）
Sentence,s461,The value of postoperative (adjuvant) radiation therapy (PORT) has been evaluated and has not been found to improve the outcome of patients with completely resected stage I NSCLC,有研究评估了术后（辅助）放疗（PORT）的意义，发现并不能改善完全切除肿瘤的I期NSCLC患者的预后
Sentence,s462,"Despite the immediate and age-related postoperative mortality rate, a 5% to 8% mortality rate with pneumonectomy or a 3% to 5% mortality rate with lobectomy can be expected",不考虑术后即刻死亡率和术后死亡率与年龄相关之外，肺切除术的死亡率约为5%-8%，肺叶切除术的死亡率约为3%-5%
Sentence,s463,"TX = Primary tumor cannot be assessed, or tumor proven by the presence of malignant cells in sputum or bronchial washings but not visualized by imaging or bronchoscopy",TX=原发肿瘤无法评估，或痰或支气管灌洗液中找到恶性细胞，但影像学和支气管镜未发现肿瘤
Sentence,s464,"A subset analysis of 68 patients with a PS of 2 from a trial that randomly assigned more than 1,200 patients to four platinum-based regimens has been published","一项试验中超过1,200例患者被随机分组接受4种含铂类化疗中的一种，对其中68例PS2分患者的亚组分析现已发表"
Sentence,s465,"Physical examination may identify enlarged supraclavicular lymphadenopathy, pleural effusion or lobar collapse, unresolved pneumonia, or signs of associated disease such as chronic obstructive pulmonary disease or pulmonary fibrosis",体格检查可能发现锁骨上淋巴结肿大、胸腔积液或肺不张、迁延性肺炎、或慢性阻塞性肺病或肺纤维化等合并症相关体征
Sentence,s466,"The 1,466 patients were randomly assigned to receive gefitinib (250 mg per day orally; n = 733) or docetaxel (75 mg/m^2 intravenously every 3 weeks; n = 733)","共有1,466例患者被随机分组应用吉非替尼（口服250 mg/日；n=733）或多西他赛（静脉用75 mg/m2，每3周一次；n=733）"
